keyword_count,text_length,word_count,avg_word_length,url_count,email_count,exclamation_count,question_count,dollar_count
0,5,1,5.0,0,0,0,0,0
0,528,93,4.688172043010753,0,0,0,0,0
2,681,128,4.328125,0,0,1,0,0
2,2391,422,4.668246445497631,0,0,0,0,0
1,720,122,4.909836065573771,0,0,3,0,5
0,5,1,5.0,0,0,0,0,0
2,4817,940,4.125531914893617,0,0,2,6,0
1,1450,229,5.336244541484716,0,0,0,0,0
1,126,23,4.521739130434782,0,0,0,0,0
2,2984,509,4.864440078585462,0,0,2,0,3
2,2408,267,8.02247191011236,0,0,0,1,0
1,1770,253,6.0,0,0,0,0,0
0,319,52,5.153846153846154,0,0,0,0,0
1,1168,217,4.387096774193548,0,0,0,0,0
1,229,45,4.111111111111111,0,0,4,0,0
1,894,174,4.14367816091954,0,0,2,1,0
1,1960,464,3.226293103448276,0,0,0,12,0
0,635,119,4.34453781512605,0,0,0,0,0
0,92,16,4.8125,0,0,0,0,0
1,522,102,4.127450980392157,0,0,3,0,0
2,1853,339,4.469026548672566,0,0,1,1,0
2,230,21,10.0,0,0,0,0,0
3,1467,232,5.327586206896552,0,0,1,7,0
1,901,157,4.745222929936306,0,0,1,0,0
1,1585,277,4.725631768953068,0,0,0,0,0
1,718,122,4.89344262295082,0,0,3,0,5
1,3237,522,5.203065134099617,0,0,0,7,0
0,65,12,4.5,0,0,0,0,0
1,1563,292,4.3561643835616435,0,0,0,2,0
1,1143,227,4.039647577092511,0,0,1,0,0
1,1976,331,4.972809667673716,0,0,0,1,0
1,602,109,4.532110091743119,0,0,0,0,0
2,4648,818,4.683374083129585,0,0,0,6,6
2,1499,273,4.4945054945054945,0,0,0,0,0
0,44,10,3.5,0,0,0,0,0
0,52,11,3.8181818181818183,0,0,0,0,0
1,3181,586,4.4300341296928325,0,0,0,3,0
1,249,47,4.319148936170213,0,0,1,3,0
2,3891,728,4.346153846153846,0,0,0,2,0
1,416,79,4.2784810126582276,0,0,1,1,1
2,2532,444,4.704954954954955,0,0,0,2,0
1,1101,193,4.709844559585492,0,0,1,0,0
1,689,132,4.2272727272727275,0,0,2,0,0
0,446,76,4.881578947368421,0,0,0,0,0
0,5,1,5.0,0,0,0,0,0
0,640,129,3.9689922480620154,0,0,0,5,0
2,4086,794,4.147355163727959,0,0,1,7,0
2,195,34,4.764705882352941,0,0,0,0,0
0,541,91,4.956043956043956,0,0,0,0,0
0,5,1,5.0,0,0,0,0,0
1,1944,331,4.876132930513595,0,0,0,1,0
2,3447,591,4.834179357021997,0,0,0,2,2
1,721,122,4.918032786885246,0,0,3,0,5
1,96,15,5.466666666666667,0,0,0,0,0
0,5,1,5.0,0,0,0,0,0
0,557,93,5.0,0,0,0,0,0
3,685,124,4.532258064516129,0,0,0,0,0
2,1439,256,4.625,0,0,1,1,12
